,sub,onset,offset,cat,tier
75,64,1321.093,1322.636,V,VCV
76,64,1329.513,1330.118,V,VCV
77,64,1333.209,1334.472,V,VCV
78,64,1404.425,1404.771,V,VCV
79,64,1437.377,1437.868,V,VCV
80,64,1489.353,1489.526,V,VCV
81,64,1515.811,1516.038,V,VCV
82,64,1527.425,1527.725,V,VCV
83,64,1533.748,1534.03,V,VCV
84,64,1547.521,1547.83,V,VCV
85,64,1553.586,1553.859,V,VCV
86,64,1554.461,1555.188,V,VCV
87,64,1555.499,1555.926,V,VCV
88,64,1557.112,1557.949,V,VCV
89,64,1579.857,1580.112,V,VCV
90,64,1595.911,1596.345,V,VCV
91,64,1597.899,1598.99,V,VCV
92,64,1665.114,1665.432,V,VCV
93,64,1684.765,1685.083,V,VCV
94,64,1715.15,1715.368,V,VCV
95,64,1739.773,1740.255,V,VCV
96,64,1775.106,1775.597,V,VCV
97,64,1780.576,1780.84,V,VCV
0,71,24.8,25.07,V,VCV
1,71,55.97,56.17,V,VCV
2,71,58.68,58.83,V,VCV
3,71,75.895,76.765,V,VCV
4,71,78.37,78.5,V,VCV
5,71,83.995,84.375,V,VCV
6,71,85.885,86.025,V,VCV
7,71,88.645,88.835,V,VCV
8,71,90.2,90.33,V,VCV
9,71,97.595,97.855,C,VCV
10,71,98.865,99.035,V,VCV
11,71,118.71,118.91,V,VCV
12,71,119.78,119.91,V,VCV
13,71,128.935,129.315,V,VCV
14,71,134.045,134.395,VC,VCV
15,71,211.244,211.564,V,VCV
16,71,221.414,221.554,V,VCV
17,71,229.584,230.164,V,VCV
18,71,238.594,238.884,V,VCV
19,71,239.359,239.879,V,VCV
20,71,240.329,240.579,V,VCV
21,71,266.224,266.404,V,VCV
22,71,268.604,268.724,V,VCV
23,71,280.834,281.164,V,VCV
24,71,281.949,282.329,V,VCV
25,71,282.969,283.239,V,VCV
26,71,296.884,297.224,V,VCV
27,71,305.064,305.254,VC,VCV
28,71,319.359,319.809,VCV,VCV
29,71,334.284,334.444,V,VCV
30,71,335.054,338.914,VCVC,VCV
31,71,356.28,356.68,V,VCV
32,71,380.24,380.63,V,VCV
33,71,381.935,382.145,V,VCV
34,71,401.11,402.23,VCVC,VCV
35,71,402.77,403.8,CVC,VCV
36,71,418.705,419.185,V,VCV
37,71,441.535,441.755,V,VCV
38,71,458.485,459.155,V,VCV
39,71,459.73,460.78,V,VCV
40,71,463.025,464.965,VCVC,VCV
41,71,475.635,475.845,V,VCV
42,71,484.22,484.35,V,VCV
43,71,492.635,492.955,V,VCV
44,71,495.835,496.215,V,VCV
45,71,497.695,497.955,V,VCV
46,71,504.505,504.685,V,VCV
47,71,539.395,539.665,V,VCV
48,71,551.73,551.87,V,VCV
49,71,553.59,553.99,V,VCV
50,71,563.92,564.15,V,VCV
51,71,564.675,565.185,V,VCV
52,71,565.75,565.99,V,VCV
53,71,572.54,572.68,V,VCV
54,71,573.52,574.0,V,VCV
55,71,583.22,583.77,V,VCV
56,71,628.405,628.585,CV,VCV
57,71,636.675,637.045,V,VCV
58,71,677.78,677.95,V,VCV
59,71,680.445,681.115,VCV,VCV
60,71,729.58,729.94,V,VCV
61,71,739.82,740.44,V,VCV
62,71,740.7,741.27,V,VCV
63,71,777.105,777.525,V,VCV
64,71,784.095,784.715,V,VCV
65,71,792.595,792.875,V,VCV
66,71,798.575,799.155,V,VCV
67,71,828.185,829.125,CV,VCV
68,71,830.865,831.045,V,VCV
69,71,833.395,833.625,V,VCV
70,71,852.91,853.68,V,VCV
71,71,865.315,865.455,V,VCV
72,71,866.985,867.335,V,VCV
73,71,867.75,868.02,V,VCV
74,71,875.285,875.875,V,VCV
75,71,926.44,926.59,V,VCV
76,71,927.745,928.265,V,VCV
77,71,930.635,930.755,V,VCV
78,71,931.575,931.935,V,VCV
79,71,943.845,944.025,V,VCV
80,71,1004.375,1004.565,V,VCV
81,71,1107.18,1107.4,V,VCV
82,71,1118.43,1118.72,V,VCV
83,71,1123.465,1123.645,V,VCV
84,71,1142.425,1142.605,V,VCV
85,71,1145.595,1145.685,V,VCV
86,71,1149.19,1150.16,V,VCV
87,71,1151.725,1151.915,V,VCV
88,71,1158.5,1158.66,V,VCV
89,71,1159.27,1159.65,V,VCV
90,71,1160.34,1161.2,V,VCV
91,71,1161.65,1161.8,V,VCV
92,71,1188.309,1188.38,V,VCV
93,71,1189.831,1190.158,CVC,VCV
94,71,1191.084,1191.225,CV,VCV
95,71,1191.914,1193.612,VCVC,VCV
96,71,1197.36,1197.435,V,VCV
97,71,1198.802,1198.997,V,VCV
98,71,1202.402,1202.517,V,VCV
99,71,1214.999,1215.462,V,VCV
100,71,1217.975,1218.158,V,VCV
101,71,1218.495,1219.005,CV,VCV
102,71,1219.503,1220.008,VCV,VCV
103,71,1228.761,1228.983,V,VCV
104,71,1229.668,1229.993,V,VCV
105,71,1245.743,1245.825,V,VCV
106,71,1248.272,1248.91,V,VCV
107,71,1249.444,1251.134,V,VCV
108,71,1253.163,1253.487,V,VCV
109,71,1253.966,1256.284,VCVC,VCV
110,71,1281.098,1281.561,V,VCV
111,71,1287.711,1287.878,V,VCV
112,71,1291.868,1292.905,V,VCV
113,71,1296.911,1297.503,V,VCV
114,71,1313.798,1314.78,V,VCV
115,71,1318.309,1319.587,VCV,VCV
116,71,1340.661,1341.241,VC,VCV
117,71,1341.645,1341.967,V,VCV
118,71,1342.467,1344.0,V,VCV
119,71,1344.983,1345.257,V,VCV
120,71,1350.906,1352.379,CV,VCV
121,71,1352.666,1353.218,V,VCV
122,71,1386.044,1386.315,V,VCV
123,71,1387.225,1387.285,V,VCV
124,71,1388.045,1388.504,V,VCV
125,71,1419.884,1419.987,V,VCV
126,71,1458.465,1458.699,V,VCV
127,71,1459.363,1459.554,V,VCV
128,71,1481.099,1481.256,V,VCV
129,71,1517.513,1519.513,VCV,VCV
130,71,1519.655,1520.642,VCV,VCV
131,71,1520.642,1520.675,VCV,VCV
132,71,1521.603,1521.792,V,VCV
133,71,1522.13,1522.549,V,VCV
134,71,1530.432,1531.013,VCV,VCV
135,71,1533.953,1535.007,VCV,VCV
136,71,1535.426,1536.737,CVCV,VCV
137,71,1537.33,1538.113,CVCV,VCV
138,71,1538.69,1539.758,CVCV,VCV
139,71,1544.338,1544.54,V,VCV
140,71,1545.767,1546.199,V,VCV
141,71,1549.758,1550.271,V,VCV
142,71,1550.551,1550.834,V,VCV
143,71,1551.273,1551.436,V,VCV
144,71,1552.408,1552.827,V,VCV
145,71,1561.339,1561.623,V,VCV
146,71,1569.023,1569.411,V,VCV
147,71,1569.99,1570.151,V,VCV
148,71,1577.256,1577.462,V,VCV
149,71,1578.068,1578.271,CVCV,VCV
150,71,1590.399,1591.204,V,VCV
151,71,1610.177,1610.811,V,VCV
152,71,1611.573,1612.036,CV,VCV
153,71,1612.728,1613.447,CVCV,VCV
154,71,1613.93,1614.173,CV,VCV
155,71,1615.993,1617.554,V,VCV
156,71,1625.018,1625.36,V,VCV
157,71,1630.239,1630.739,V,VCV
158,71,1652.998,1653.206,V,VCV
159,71,1662.715,1662.99,V,VCV
160,71,1664.116,1664.443,V,VCV
161,71,1675.946,1676.019,V,VCV
162,71,1683.67,1683.937,V,VCV
163,71,1685.914,1686.459,V,VCV
164,71,1687.254,1689.611,V,VCV
165,71,1690.295,1690.989,V,VCV
166,71,1693.074,1693.432,V,VCV
167,71,1695.665,1695.797,V,VCV
168,71,1696.292,1696.567,V,VCV
169,71,1698.917,1699.886,V,VCV
170,71,1700.605,1700.85,V,VCV
171,71,1701.196,1701.492,V,VCV
172,71,1706.858,1707.267,V,VCV
173,71,1707.572,1708.837,V,VCV
174,71,1711.008,1711.334,V,VCV
175,71,1712.51,1712.785,V,VCV
176,71,1722.864,1723.068,V,VCV
177,71,1730.874,1731.15,V,VCV
178,71,1736.339,1736.665,V,VCV
179,71,1738.018,1738.477,VCV,VCV
180,71,1741.648,1743.76,VCVC,VCV
181,71,1748.179,1749.598,VCVC,VCV
182,71,1749.949,1750.929,VCVC,VCV
183,71,1754.592,1754.807,V,VCV
184,71,1761.42,1761.594,V,VCV
185,71,1762.866,1763.04,V,VCV
186,71,1767.219,1767.679,V,VCV
187,71,1768.755,1769.459,V,VCV
188,71,1770.656,1770.952,V,VCV
189,71,1773.798,1774.012,V,VCV
190,71,1776.266,1776.429,V,VCV
191,71,1778.212,1779.212,V,VCV
192,71,1781.429,1781.919,V,VCV
193,71,1785.278,1785.493,V,VCV
194,71,1786.86,1787.39,V,VCV
195,71,1787.788,1789.053,V,VCV
196,71,1797.901,1798.371,V,VCV
197,71,1802.954,1803.199,V,VCV
198,71,1805.04,1805.213,V,VCV
0,72,30.14,30.72,V,VCV
1,72,31.25,31.82,VCV,VCV
2,72,61.965,62.375,CV,VCV
3,72,68.1,68.31,V,VCV
4,72,88.645,88.885,V,VCV
5,72,89.965,90.595,V,VCV
6,72,106.83,107.01,CV,VCV
7,72,107.91,108.36,CVCV,VCV
8,72,108.985,109.275,CV,VCV
9,72,111.95,112.15,V,VCV
10,72,121.48,121.91,CVCV,VCV
11,72,130.76,131.075,CV,VCV
12,72,134.695,135.285,V,VCV
13,72,168.31,168.85,VCV,VCV
14,72,244.45,244.83,V,VCV
15,72,246.04,246.3,C,VCV
16,72,251.82,252.51,VCV,VCV
17,72,260.5,261.01,VCV,VCV
18,72,275.405,275.725,V,VCV
19,72,278.205,278.755,V,VCV
20,72,279.2,279.92,V,VCV
21,72,303.21,304.65,VCVC,VCV
22,72,337.28,337.71,CV,VCV
23,72,352.715,353.005,CV,VCV
24,72,361.57,361.93,V,VCV
25,72,368.975,369.765,V,VCV
26,72,388.85,389.58,VCV,VCV
27,72,391.07,391.76,VCV,VCV
28,72,400.825,401.115,CV,VCV
29,72,407.124,407.649,VCV,VCV
30,72,419.711,420.511,CVC,VCV
31,72,430.236,430.573,V,VCV
32,72,432.937,433.466,CVCV,VCV
33,72,441.147,441.697,CVCV,VCV
34,72,442.209,443.197,,VCV
35,72,483.109,483.684,V,VCV
36,72,484.371,485.221,V,VCV
37,72,510.546,511.233,CVCV,VCV
38,72,514.276,514.964,V,VCV
39,72,529.57,529.975,CV,VCV
40,72,549.007,550.982,V,VCV
41,72,649.394,649.631,V,VCV
42,72,651.149,653.237,V,VCV
43,72,675.88,676.693,V,VCV
44,72,677.061,677.623,V,VCV
45,72,688.679,689.192,V,VCV
46,72,715.75,717.15,CVCV,VCV
47,72,723.212,723.512,CV,VCV
48,72,820.338,821.638,V,VCV
49,72,832.575,833.225,V,VCV
50,72,833.727,834.099,V,VCV
51,72,837.766,838.2,C,VCV
52,72,899.243,899.893,VCV,VCV
53,72,936.843,936.86,,VCV
54,72,936.86,937.393,CV,VCV
55,72,1011.526,1012.026,CV,VCV
56,72,1056.558,1057.358,CV,VCV
57,72,1081.581,1081.998,CV,VCV
58,72,1188.179,1188.679,CV,VCV
59,72,1189.212,1189.995,VCV,VCV
60,72,1224.021,1224.421,V,VCV
61,72,1237.551,1237.967,V,VCV
62,72,1239.307,1240.873,V,VCV
63,72,1261.289,1261.656,CV,VCV
64,72,1276.158,1277.892,V,VCV
65,72,1284.794,1285.344,CV,VCV
66,72,1303.7,1303.984,V,VCV
67,72,1304.917,1305.317,V,VCV
68,72,1314.911,1317.761,V,VCV
69,72,1318.639,1320.239,V,VCV
70,72,1326.6,1327.517,CVCV,VCV
71,72,1351.325,1353.159,VCVC,VCV
72,72,1354.381,1354.814,VC,VCV
73,72,1387.725,1389.725,V,VCV
74,72,1389.991,1392.483,V,VCV
75,72,1393.673,1394.373,VC,VCV
76,72,1396.031,1396.614,V,VCV
77,72,1397.279,1398.196,V,VCV
78,72,1465.963,1466.629,V,VCV
79,72,1469.619,1470.102,V,VCV
80,72,1478.86,1480.266,V,VCV
81,72,1501.412,1502.762,VCV,VCV
82,72,1503.256,1503.89,VCV,VCV
83,72,1555.146,1557.363,V,VCV
84,72,1581.087,1581.354,V,VCV
85,72,1636.74,1637.24,VCV,VCV
86,72,1688.432,1689.065,CV,VCV
87,72,1702.452,1703.019,V,VCV
88,72,1715.476,1716.609,V,VCV
89,72,1741.636,1742.433,V,VCV
90,72,1742.702,1743.735,VCVC,VCV
91,72,1751.715,1752.065,V,VCV
92,72,1775.933,1776.883,V,VCV
93,72,1778.265,1778.832,VC,VCV
94,72,1780.067,1780.334,V,VCV
95,72,1780.842,1781.309,V,VCV
96,72,1782.841,1783.908,VCV,VCV
0,74,601.77,601.95,V,VCV
1,74,602.97,603.12,CV,VCV
2,74,623.375,623.705,CVCV,VCV
3,74,626.4,626.57,CV,VCV
4,74,646.675,647.025,V,VCV
5,74,663.74,664.28,V,VCV
6,74,670.24,670.38,V,VCV
7,74,672.94,673.09,CV,VCV
8,74,680.875,681.435,VCV,VCV
9,74,690.055,690.465,CV,VCV
10,74,692.33,693.01,VCV,VCV
11,74,693.77,694.31,VC,VCV
12,74,712.29,713.13,VCVC,VCV
13,74,740.973,741.533,V,VCV
14,74,751.922,751.993,CV,VCV
15,74,759.591,759.946,CV,VCV
16,74,763.255,763.487,V,VCV
17,74,764.994,766.255,VC,VCV
18,74,775.602,776.25,V,VCV
19,74,776.931,778.914,VCVC,VCV
20,74,782.898,784.194,VCVC,VCV
21,74,794.968,795.511,CVCV,VCV
22,74,800.489,801.785,VCV,VCV
23,74,815.019,815.719,VCVC,VCV
24,74,826.342,826.663,V,VCV
25,74,827.498,827.646,V,VCV
26,74,865.93,866.0,V,VCV
27,74,867.081,867.155,V,VCV
28,74,868.506,868.849,V,VCV
29,74,891.238,891.573,CV,VCV
30,74,910.135,910.501,VCV,VCV
31,74,912.744,912.988,VCV,VCV
32,74,914.045,914.584,VCV,VCV
33,74,915.845,916.062,V,VCV
34,74,916.806,916.971,CV,VCV
35,74,920.741,921.202,CV,VCV
36,74,926.848,927.139,V,VCV
37,74,931.029,931.22,V,VCV
38,74,933.44,933.667,CV,VCV
39,74,936.927,937.184,CV,VCV
40,74,938.544,939.522,CVCV,VCV
41,74,945.633,945.728,V,VCV
42,74,952.127,952.242,V,VCV
43,74,955.648,955.904,CV,VCV
44,74,958.098,959.498,VCV,VCV
45,74,961.577,961.917,CV,VCV
46,74,977.142,977.642,VCV,VCV
47,74,983.386,984.006,CVCV,VCV
48,74,1010.875,1012.155,CVCV,VCV
49,74,1012.675,1013.435,VCV,VCV
50,74,1015.366,1016.126,VCVC,VCV
51,74,1019.986,1021.146,V,VCV
52,74,1023.066,1023.886,CVCV,VCV
53,74,1027.032,1027.672,V,VCV
54,74,1028.512,1028.912,VCV,VCV
55,74,1032.699,1033.499,V,VCV
56,74,1047.987,1048.947,CVCV,VCV
57,74,1051.987,1052.407,V,VCV
58,74,1079.237,1081.237,V,VCV
59,74,1293.42,1294.06,V,VCV
60,74,1297.86,1298.02,V,VCV
61,74,1322.226,1323.546,VCV,VCV
62,74,1438.062,1438.442,V,VCV
63,74,1466.81,1466.95,V,VCV
64,74,1476.781,1476.961,V,VCV
65,74,1477.789,1478.089,V,VCV
66,74,1527.913,1528.761,V,VCV
67,74,1536.354,1536.746,CV,VCV
68,74,1542.659,1542.77,V,VCV
69,74,1552.117,1552.813,V,VCV
70,74,1553.53,1555.151,VCV,VCV
71,74,1563.139,1564.66,V,VCV
72,74,1570.443,1570.67,CV,VCV
73,74,1597.268,1597.408,V,VCV
74,74,1605.451,1605.515,CV,VCV
75,74,1624.113,1624.452,V,VCV
76,74,1632.363,1632.51,V,VCV
77,74,1633.561,1633.632,V,VCV
78,74,1637.184,1637.375,V,VCV
79,74,1657.326,1658.103,CVCV,VCV
80,74,1682.497,1682.692,V,VCV
81,74,1685.197,1685.357,CV,VCV
82,74,1687.507,1687.662,CV,VCV
83,74,1694.675,1694.783,V,VCV
84,74,1716.62,1718.035,VCVC,VCV
85,74,1751.607,1751.679,V,VCV
86,74,1772.141,1773.026,V,VCV
87,74,1773.493,1774.254,V,VCV
88,74,1778.382,1778.566,V,VCV
89,74,1788.599,1789.037,V,VCV
90,74,1792.951,1793.214,V,VCV
91,74,1795.884,1797.394,CV,VCV
92,74,1800.778,1801.602,VCV,VCV
93,74,1802.353,1803.552,VCVC,VCV
94,74,1804.62,1805.987,V,VCV
95,74,1806.608,1807.412,VC,VCV
96,74,1808.858,1809.755,V,VCV
0,75,668.09,669.33,V,VCV
1,75,753.455,753.855,V,VCV
2,75,770.745,771.025,V,VCV
3,75,843.615,844.195,V,VCV
4,75,847.445,847.775,V,VCV
5,75,854.17,854.48,V,VCV
6,75,873.305,873.775,CV,VCV
7,75,892.36,892.85,V,VCV
8,75,897.695,898.715,V,VCV
9,75,909.115,910.555,V,VCV
10,75,910.805,912.43,V,VCV
11,75,923.825,924.875,V,VCV
12,75,970.44,970.81,V,VCV
13,75,1018.335,1020.335,V,VCV
14,75,1039.575,1040.135,CV,VCV
15,75,1135.855,1136.145,V,VCV
16,75,1223.32,1223.94,VCV,VCV
17,75,1484.6,1485.3,CVCV,VCV
18,75,1497.85,1498.92,V,VCV
19,75,1544.495,1545.095,V,VCV
20,75,1559.405,1559.955,VC,VCV
21,75,1663.4,1664.19,CVCV,VCV
22,75,1666.825,1667.525,CVCV,VCV
23,75,1673.82,1675.415,CVCV,VCV
24,75,1762.23,1762.62,V,VCV
25,75,1763.705,1763.935,V,VCV
26,75,1773.97,1774.42,V,VCV
27,75,1788.495,1789.015,V,VCV
28,75,1798.225,1798.965,V,VCV
29,75,1801.075,1803.375,V,VCV
0,76,834.173,834.355,V,VCV
1,76,919.484,919.559,V,VCV
2,76,924.944,925.054,V,VCV
3,76,1059.845,1060.307,V,VCV
4,76,1063.394,1064.058,V,VCV
5,76,1075.853,1077.3,VCVC,VCV
6,76,1081.219,1081.366,V,VCV
7,76,1117.547,1118.456,V,VCV
8,76,1227.74,1227.989,V,VCV
9,76,1230.539,1231.345,V,VCV
10,76,1301.136,1301.141,V,VCV
11,76,1301.141,1302.064,V,VCV
12,76,1302.851,1303.587,V,VCV
13,76,1305.288,1306.203,V,VCV
14,76,1306.735,1307.264,V,VCV
15,76,1307.913,1308.364,V,VCV
16,76,1309.262,1309.621,V,VCV
17,76,1310.662,1311.267,V,VCV
18,76,1312.167,1312.843,V,VCV
19,76,1313.746,1314.402,V,VCV
20,76,1315.055,1315.557,V,VCV
21,76,1316.194,1316.281,V,VCV
22,76,1316.664,1316.838,V,VCV
23,76,1317.032,1317.257,V,VCV
24,76,1317.879,1318.697,V,VCV
25,76,1319.373,1320.294,V,VCV
26,76,1347.828,1348.777,V,VCV
27,76,1376.561,1376.767,V,VCV
28,76,1388.657,1389.385,V,VCV
29,76,1399.775,1400.463,V,VCV
30,76,1402.76,1403.542,V,VCV
31,76,1436.85,1437.067,V,VCV
32,76,1437.306,1437.654,V,VCV
33,76,1459.941,1461.198,V,VCV
34,76,1477.636,1477.746,V,VCV
35,76,1477.873,1478.031,V,VCV
36,76,1485.58,1485.837,V,VCV
37,76,1489.315,1489.553,V,VCV
38,76,1682.724,1684.282,VCV,VCV
39,76,1798.95,1800.076,V,VCV
40,76,1802.374,1803.45,V,VCV
41,76,1803.731,1803.854,V,VCV
0,85,602.08,603.83,V,VCV
1,85,620.865,621.625,V,VCV
2,85,622.345,622.915,V,VCV
3,85,632.6,634.711,CVC,VCV
4,85,643.946,645.313,VCVC,VCV
5,85,645.737,646.059,V,VCV
6,85,646.652,647.386,C,VCV
7,85,780.811,783.8,VCVC,VCV
8,85,784.555,787.077,CVCV,VCV
9,85,787.479,787.934,CV,VCV
10,85,795.235,795.468,V,VCV
11,85,798.569,799.524,C,VCV
12,85,800.246,801.079,C,VCV
13,85,841.713,842.102,VC,VCV
14,85,842.947,846.369,CV,VCV
15,85,850.347,851.07,C,VCV
16,85,852.402,853.069,CVC,VCV
17,85,858.54,859.788,CVC,VCV
18,85,860.385,861.273,C,VCV
19,85,861.684,862.851,V,VCV
20,85,879.844,881.255,VC,VCV
21,85,889.603,891.314,VC,VCV
22,85,894.983,895.766,CV,VCV
23,85,896.361,897.406,VCVC,VCV
24,85,897.857,898.524,CV,VCV
25,85,898.843,899.754,VC,VCV
26,85,900.74,901.428,VCV,VCV
27,85,958.684,960.04,V,VCV
28,85,961.084,961.506,V,VCV
29,85,962.025,962.981,CVCV,VCV
30,85,963.422,964.477,C,VCV
31,85,964.803,965.77,V,VCV
32,85,966.295,967.373,V,VCV
33,85,968.753,969.253,V,VCV
34,85,969.792,970.125,V,VCV
35,85,1011.08,1011.446,CV,VCV
36,85,1045.368,1045.646,V,VCV
37,85,1053.541,1054.608,V,VCV
38,85,1055.171,1055.704,CV,VCV
39,85,1056.191,1056.935,V,VCV
40,85,1057.273,1057.817,VC,VCV
41,85,1058.276,1059.043,VC,VCV
42,85,1059.469,1060.391,C,VCV
43,85,1061.15,1062.6,C,VCV
44,85,1062.827,1063.504,CVCV,VCV
45,85,1064.02,1064.332,CV,VCV
46,85,1064.598,1065.365,V,VCV
47,85,1089.428,1090.672,VC,VCV
48,85,1091.338,1092.104,CV,VCV
49,85,1101.39,1102.846,V,VCV
50,85,1124.84,1125.573,V,VCV
51,85,1126.017,1127.639,V,VCV
52,85,1166.682,1166.96,V,VCV
53,85,1170.821,1171.976,V,VCV
54,85,1172.386,1174.686,V,VCV
55,85,1175.191,1175.925,CV,VCV
56,85,1180.775,1181.22,CV,VCV
57,85,1237.062,1237.574,V,VCV
58,85,1250.628,1251.751,V,VCV
59,85,1252.517,1253.628,V,VCV
60,85,1255.661,1256.183,V,VCV
61,85,1259.398,1260.331,V,VCV
62,85,1260.629,1261.173,V,VCV
63,85,1269.633,1269.889,V,VCV
64,85,1270.857,1271.979,V,VCV
65,85,1326.546,1327.534,V,VCV
66,85,1337.679,1338.068,V,VCV
67,85,1538.62,1539.009,V,VCV
68,85,1542.009,1542.654,V,VCV
69,85,1568.343,1569.199,V,VCV
70,85,1634.118,1634.852,V,VCV
71,85,1636.704,1637.715,C,VCV
72,85,1642.636,1643.347,VC,VCV
73,85,1643.988,1644.499,CV,VCV
74,85,1648.385,1649.152,V,VCV
75,85,1656.724,1657.624,VC,VCV
76,85,1681.357,1683.444,V,VCV
77,85,1684.076,1684.609,VC,VCV
78,85,1686.405,1687.082,VC,VCV
79,85,1687.739,1688.451,VC,VCV
0,87,670.39,671.54,VCVC,VCV
1,87,673.125,673.815,CVCV,VCV
2,87,680.02,680.45,V,VCV
3,87,684.095,685.045,V,VCV
4,87,686.11,687.72,V,VCV
5,87,688.155,690.395,VCV,VCV
6,87,690.825,691.325,VC,VCV
7,87,704.225,705.055,V,VCV
8,87,705.5,705.75,V,VCV
9,87,706.125,706.355,V,VCV
10,87,711.29,711.72,V,VCV
11,87,712.555,713.865,V,VCV
12,87,766.0,766.86,VCVC,VCV
13,87,767.41,767.95,CVCV,VCV
14,87,768.29,768.65,CV,VCV
15,87,769.18,770.04,V,VCV
16,87,771.07,771.24,V,VCV
17,87,831.335,831.915,CVCV,VCV
18,87,845.765,846.695,CVCV,VCV
19,87,851.49,852.12,CVCV,VCV
20,87,871.125,871.735,V,VCV
21,87,872.08,872.4,V,VCV
22,87,887.69,887.94,V,VCV
23,87,944.775,945.265,V,VCV
24,87,945.79,946.37,V,VCV
25,87,946.79,947.2,V,VCV
26,87,949.375,949.575,V,VCV
27,87,949.965,951.605,VCVC,VCV
28,87,977.485,978.315,CVCV,VCV
29,87,1058.58,1059.2,CVCV,VCV
30,87,1120.85,1121.31,VCV,VCV
31,87,1196.43,1196.64,V,VCV
32,87,1332.45,1333.18,VCVC,VCV
33,87,1376.575,1376.805,CV,VCV
34,87,1408.67,1409.34,CVCV,VCV
35,87,1498.965,1499.495,VCV,VCV
36,87,1673.525,1673.895,V,VCV
37,87,1677.68,1678.08,V,VCV
38,87,1678.27,1678.43,V,VCV
39,87,1678.56,1678.94,V,VCV
40,87,1685.52,1685.82,V,VCV
41,87,1692.04,1693.08,V,VCV
42,87,1707.77,1708.11,V,VCV
43,87,1708.66,1708.99,V,VCV
0,91,635.02,635.2,V,VCV
1,91,734.76,735.05,V,VCV
2,91,764.635,764.975,V,VCV
3,91,769.365,769.655,CV,VCV
4,91,823.545,824.225,V,VCV
5,91,827.215,827.465,V,VCV
6,91,842.9,843.11,V,VCV
7,91,867.485,867.805,V,VCV
8,91,869.155,869.76,VC,VCV
9,91,871.002,871.552,CV,VCV
10,91,905.047,905.257,V,VCV
11,91,925.992,926.362,V,VCV
12,91,945.467,945.697,V,VCV
13,91,955.032,955.232,V,VCV
14,91,968.152,968.522,V,VCV
15,91,985.557,985.807,V,VCV
16,91,1016.632,1016.842,V,VCV
17,91,1053.977,1054.5,V,VCV
18,91,1058.852,1060.292,V,VCV
19,91,1072.542,1074.122,VCV,VCV
20,91,1074.352,1075.37,VCV,VCV
21,91,1081.537,1082.147,V,VCV
22,91,1085.912,1086.882,V,VCV
23,91,1157.717,1157.727,,VCV
24,91,1157.727,1158.077,V,VCV
25,91,1186.902,1187.462,VC,VCV
26,91,1218.512,1218.932,V,VCV
27,91,1240.372,1240.922,CV,VCV
28,91,1258.867,1260.47,CV,VCV
29,91,1271.188,1272.038,VC,VCV
30,91,1296.32,1299.083,VCVC,VCV
31,91,1330.228,1331.188,CV,VCV
32,91,1350.668,1351.178,C,VCV
33,91,1362.113,1363.483,VCV,VCV
34,91,1373.148,1374.158,V,VCV
35,91,1404.888,1405.338,CV,VCV
36,91,1515.168,1515.87,V,VCV
37,91,1518.473,1519.073,V,VCV
38,91,1519.983,1520.743,CVCV,VCV
39,91,1530.343,1530.543,V,VCV
40,91,1534.383,1534.733,V,VCV
41,91,1546.998,1548.23,V,VCV
42,91,1549.09,1550.673,VCVC,VCV
43,91,1584.088,1584.968,V,VCV
44,91,1607.888,1608.918,VCVC,VCV
45,91,1622.493,1623.28,VCV,VCV
46,91,1627.553,1628.823,VCVC,VCV
0,94,600.31,604.0,V,VCV
1,94,606.965,609.765,V,VCV
2,94,610.415,611.205,V,VCV
3,94,616.91,618.18,V,VCV
4,94,657.275,658.385,V,VCV
5,94,659.55,661.51,V,VCV
6,94,667.17,667.66,V,VCV
7,94,668.305,668.445,CV,VCV
8,94,742.905,744.685,V,VCV
9,94,782.735,783.475,V,VCV
